artist_name,track_uri,artist_uri,track_name,album_uri,duration,album_name,artists
Dan Zimmerman,spotify:track:3CdmaLc6l8HZLAeghloJDl,spotify:artist:5aVHACIFGMdOeMv7sjOkhZ,Carry You,spotify:album:6c19uouByfulgHT1eBcpkP,265145,Carry You,Dan Zimmerman
River Westin,spotify:track:0uGyJ7DgUHEuRGXNh8AahX,spotify:artist:2lMUxSSN84QWXoYTr02xCY,Sweetheart - Lofi Version,spotify:album:2miNle5nLRTzOegfkNoKr6,141500,Sweetheart (Lofi Version),River Westin
James Walker,spotify:track:0vvLfJccEDISXBp1KurC1H,spotify:artist:08cmuH6uJGH9dQjvvdkTvR,The Conversation - Instrumental,spotify:album:4k1SXSh939bnv6OIuGl7cU,209630,Great Deceiver (Instrumentals),James Walker
Cub Sport,spotify:track:6lOHJvk1ss3cH42PlxyLvo,spotify:artist:6vqMDhoigg5btfdPsPTVFt,Come on Mess Me Up,spotify:album:4cSJTDkqQjB7WweWHdtZ48,203640,This Is Our Vice,Cub Sport
BAYWUD,spotify:track:7iAh3rCwr3VprPZ9fjdNb4,spotify:artist:3dDdngfjnuthfO2OPYRZqz,In The Arms Of Silence,spotify:album:6tAeaaff2G0o7URvHMQmvn,249430,In The Arms Of Silence,BAYWUD
Pillow Fite,spotify:track:79i8uK37k2NxmjR8Rqym7G,spotify:artist:4qYYUWoet5mNRpDASCnGC8,Alkali,spotify:album:27aDANWWRr72D1qnbwOURA,267642,Alkali,Pillow Fite
Sundaes,spotify:track:7eO8wa6iuFvPbDNjpfsWeM,spotify:artist:7qiXFwby9N5MEUFATBy5cp,a long kiss goodbye,spotify:album:3cfHsi4Gl3E0VL1QVeGPWL,213068,boys who made me cry,Sundaes
Sara Bares,spotify:track:5hFVUUBjgzNHBld3G9KDvW,spotify:artist:2JpRoSWQ69V9SrA5nwvo7O,Just Like the City,spotify:album:75OByxAlIAlpqd5BhrtAAz,236103,Just Like the City,"Sara Bares, Scott Borel"
Owen Duff,spotify:track:0LaDyYPN6uurztgKw6Qatf,spotify:artist:1X7n0ASm5m7S9deCBxEIl0,Our Bed Is a Graveyard,spotify:album:4BY7MZqQo6ZYTACYVsWQer,189309,bed,Owen Duff
Blueboy,spotify:track:5rRAm0AhRDRY5d93fQgJk2,spotify:artist:6r0hXG2X4GSY1MNj4zLcXi,Boy Crush,spotify:album:5aNarGEeCbuExO4kZqGHAo,175009,Navigate,Blueboy
Claud,spotify:track:7w76n5UvwlGrjZsgFm8ZYl,spotify:artist:5MaQlvNGOaTj39apHsXVq1,Tommy,spotify:album:5BjjgpESJZDI1ievIXFVsu,213478,Tommy,Claud
Rufus Wainwright,spotify:track:5LMsuO1FZG13KXW7csNblJ,spotify:artist:2PfBzriIMRsCXPDtSy9vg8,Gay Messiah,spotify:album:2YdipZiyWiaa9N4fEPl8VM,226499,Gay Messiah,"Rufus Wainwright, Amsterdam Sinfonietta"
Jessye DeSilva,spotify:track:7qc5uVtHzEqIeUq8iLO9Dy,spotify:artist:3LwQ83KEgmU9vdKMvlh0zJ,Worry,spotify:album:6IJB7Ldeb2t4c8BfNzNIkf,206376,Hover,Jessye DeSilva
Faae,spotify:track:1HWcS0unMHA0TpKwhJ1Hpe,spotify:artist:1Bde758iiUtWhAdjeU4r79,marsupial,spotify:album:1GhRqnrQ22K94qhB1j6MuN,226415,marsupial,Faae
Finn Anderson,spotify:track:6RGo5hYe6mD2IVrTXb3mzg,spotify:artist:1AaghaiuseHqI3wMM2W8NL,River Won't Wait,spotify:album:7xJDYfFd199fnvUj0ebQdN,192114,River Won't Wait,Finn Anderson
Jake Wesley Rogers,spotify:track:6HJ7S4vJcNeqSRrS4jLJia,spotify:artist:5lEF4Tt1uK7Kuk80ILMlE9,Under the Sun,spotify:album:6Iwf7mZlw59EtjlnLPzki9,158141,Pluto,Jake Wesley Rogers
John Grant,spotify:track:6Svc1fdIJ0PteZXQ4TF6Lv,spotify:artist:3TScZ6zJkavDy0tqoGqiCf,County Fair - Edit,spotify:album:76Ps9O5KUT0NZcv6JqpNvc,228923,County Fair (Edit),John Grant
The Lazours,spotify:track:6bthOMjeEidMtM8hXRhHnh,spotify:artist:0JVteLcbvH9KKKsb9D55sk,Fran,spotify:album:5IUZKgrGKOUQMUVVIBxvdl,189000,Fran,The Lazours
Jake Wesley Rogers,spotify:track:5DPwVhgevj57PZ3LlBMeVs,spotify:artist:5lEF4Tt1uK7Kuk80ILMlE9,The Pretender,spotify:album:4KGIQUQT6E0VbwbFZutY5V,191480,Spiritual,Jake Wesley Rogers
Pikes,spotify:track:4TqEoafKpX51TnO21qHMzg,spotify:artist:3iYk1tEjUMPcs5roPxv533,Thylacine,spotify:album:5274KVSVet87meo5P0rNEN,104000,Manasollasa,Pikes
Zoe Konez,spotify:track:0OYQ24ngz67JFs4GNWA3KL,spotify:artist:56zdMqayB3Ja8iwUmdKumu,My One Love,spotify:album:7vyeZWG3cqKtACjrQnNamP,80000,My One Love,Zoe Konez
Kristóf Hajós,spotify:track:4Ee40EHrdpT2agDeuVYYNx,spotify:artist:0CuI5h0jQKlGjLP89B2KeL,Love is Cancelled,spotify:album:5LeYoFaQIJf5yAF8GTTvuL,308422,Love is Cancelled,Kristóf Hajós
Bobby Guard,spotify:track:75rzaMnmCHgeyuwsxGrAqa,spotify:artist:4DCaSD2YuHkBuAYj5b47d1,Your Peace,spotify:album:3aS8Ffqfd5ivHh99jylcQX,253383,Your Peace,"Bobby Guard, Importer"
boy cam,spotify:track:4A74rEokmBC1nXf1wtMmqi,spotify:artist:71hu9nXKCY91T5Dj2vijgh,I'm Happy Now,spotify:album:2RizbLChfs7zN9k0CU5gTW,271807,I'M HAPPY NOW,boy cam
Austin Carr,spotify:track:1x9fUhjcQcSnjFXbwKIrz1,spotify:artist:7wbw9KslI7YzqujQRkxDrB,i don't wanna be your friend,spotify:album:4vsXBzWtUrqSQ72GsukwgR,165194,i don't wanna be your friend,Austin Carr
Myylo,spotify:track:5YSzJkh3hbuab1I8OBYjbS,spotify:artist:2G4cli4GobgQphDeAaDyGr,I Do,spotify:album:6r3Ff9nD1daQMlrztIS76N,184910,My EP Era Is Over Now,Myylo
Bobby Guard,spotify:track:0XUHRNm4yHhC9XcfURMFL7,spotify:artist:4DCaSD2YuHkBuAYj5b47d1,When All The World,spotify:album:2VdabjPhIE1ItTOGYBDvYN,298791,Stockholm,"Bobby Guard, Importer"
Ben Platt,spotify:track:6AhoLcPx9fkz8BRqCZtZTL,spotify:artist:6qGkLCMQkNGOJ079iEcC5k,River,spotify:album:1os5Xk1g58ff2YwdKHCrCH,247606,Music From The Netflix Original Series The Politician,Ben Platt
Bay Bryan,spotify:track:5YiMc9Shy3JewTGDfam2tM,spotify:artist:3AI7aR5cD9XZYk8Zha2vsX,Let Go,spotify:album:2SRbpQMdgY9IqOOXvjbX6u,210480,Let Go,Bay Bryan
Noah Antonio,spotify:track:20Q8AAl0p1P5Qqjs1jdsmU,spotify:artist:3MNhlCDSWuMIWCd7QztEeL,Falling or Flying,spotify:album:0fwzruQ7Clu4QmyLdIsJjn,152961,Falling or Flying,Noah Antonio
Julien Baker,spotify:track:5KDqYTqobAjzb4XzwjHJ53,spotify:artist:12zbUHbPHL5DGuJtiUfsip,Faith Healer,spotify:album:0KZ41Kat8EobCM31uRAjGi,174773,Faith Healer,Julien Baker
Roger Perelló,spotify:track:6n4l8wd71xhvPNgTScw5LA,spotify:artist:4X8oWezsUAzuhjoO5AN9wx,i am what i am (your beloved man),spotify:album:1KAr43Jayhv8MjLtahVjKj,214000,i am what i am (your beloved man),Roger Perelló
Sundaes,spotify:track:1lOiQDszsOgCICc9bnSFj0,spotify:artist:7qiXFwby9N5MEUFATBy5cp,boys who made me cry,spotify:album:3cfHsi4Gl3E0VL1QVeGPWL,257966,boys who made me cry,Sundaes
Kristóf Hajós,spotify:track:3QpcC7bd7V1Lc3nwNjLKud,spotify:artist:0CuI5h0jQKlGjLP89B2KeL,Dancing to Sirens,spotify:album:75mNlga985tKhDpso3Zabp,249598,Dancing to Sirens,Kristóf Hajós
John Grant,spotify:track:4mUnxOTWwlLoh3rMXWYsuc,spotify:artist:3TScZ6zJkavDy0tqoGqiCf,Marz,spotify:album:4odAbJvNXwZZUp20xWmZQp,238000,Queen of Denmark,John Grant
Tess Hannah,spotify:track:2dtZNlIjeNhjhDV5w1JQZp,spotify:artist:2SADEaoF11QGXNDx9c6s1d,Closer,spotify:album:6GcIDZtyhZ0KgXO962Zw6a,215073,Closer,Tess Hannah
Owen Duff,spotify:track:0AW845DiPvcQ8BuAkU0YWv,spotify:artist:1X7n0ASm5m7S9deCBxEIl0,One Word,spotify:album:51Hwytf58JjhgIIBEgASVp,186250,One Word,Owen Duff
K Anderson,spotify:track:2D8vRRfI0DrJqoaIDIwSyf,spotify:artist:2hemxJSBMzRDDHNL6eBVXj,This Changes Everything,spotify:album:18VRx5ExronhccI6oOZjkh,210026,The Overthinker,K Anderson
a balladeer,spotify:track:2MfyphgyjIrH8jIvktfVxc,spotify:artist:5MUNbMtqB3EOKxwSJBVJ1U,Hail Mary,spotify:album:1QmfffQPNDMCRzzfzLlaCA,152747,Hail Mary,a balladeer
Perfume Genius,spotify:track:4vOGLbzSAo8wUsbYmwNrky,spotify:artist:2ueoLVCXQ948OfhVvAy3Nn,Alan - Rework,spotify:album:4VF8FSlWKLFPL8PhwU9wfW,179839,Alan (Rework),Perfume Genius
a balladeer,spotify:track:0nbKoxS3zE4o8xrga5duqV,spotify:artist:5MUNbMtqB3EOKxwSJBVJ1U,Seashell,spotify:album:5gyKDPdJDVde5iA6A0qk12,58217,"Clutter, Volume 1",a balladeer
Owen Duff,spotify:track:7se9CuzpXCRXgMpMg2k9F8,spotify:artist:1X7n0ASm5m7S9deCBxEIl0,Genet on Uranus (The Story of Us),spotify:album:3OV6GJhSjeTg5nsU58fJqL,229500,Genet on Uranus (The Story of Us),Owen Duff
Jak Woodlawn,spotify:track:5VUglB1pp0iGwJaQ1hJoEz,spotify:artist:60bENqTTOe6AJTRGMDxFH7,A Blissful Lie,spotify:album:2nSiMhqwHO7Ly9UNH73G22,235714,A Blissful Lie,Jak Woodlawn
boy cam,spotify:track:1oyqVsLk6KU6B1m7ueApQ5,spotify:artist:71hu9nXKCY91T5Dj2vijgh,November Son,spotify:album:6cnaHhwquyGlSRafmLA2aA,238488,November Son,boy cam
Villagers,spotify:track:2t5USj2lH8pPII6ox2Hch0,spotify:artist:2m1l9MLSslzup4vvokKgvQ,Hot Scary Summer,spotify:album:1hrv3F7Fbi9gMPkkcwCxRG,260053,Darling Arithmetic,Villagers
Sam Bettens,spotify:track:06elnsklBElsBIWgNeLwKH,spotify:artist:0gyiTtRKu5DgzfxAWO8zmS,Brother,spotify:album:3jte8sfNhYEh1iOF6onWQ6,207540,Belpop Helden,Sam Bettens
boy cam,spotify:track:3VVfJkaaBZtRcERn7P82j6,spotify:artist:71hu9nXKCY91T5Dj2vijgh,I Know Better,spotify:album:2xBIW2a22aiG7S2ffLMYtb,201230,I Know Better/ Valentines Day,boy cam
Kae Tempest,spotify:track:67nOd8IqBeaWD2xSg2NuER,spotify:artist:1YcprGtF13BYCZQK9jYPEw,Hold Your Own,spotify:album:1SwvcCnfC9boKSuWCMKPB4,247013,The Book Of Traps And Lessons,Kae Tempest
Nakhane,spotify:track:2YThnoRP3m072ODjiWiaN6,spotify:artist:2nrShcJFP8D5bQT8RgdBhH,New Brighton (feat. ANOHNI),spotify:album:0BAdhekfVcLtO9LbQHvzSy,199413,New Brighton (feat. ANOHNI),"Nakhane, ANOHNI"
Ryan Cassata,spotify:track:40YpT3erF0PwY3KyaqOZh0,spotify:artist:0tFlCZaGI6bC1XxtfzIhmG,Steadfast Love,spotify:album:4RejnG6p2fySYhlYU5p0U8,214869,Steadfast Love,Ryan Cassata
Ezra Furman,spotify:track:3UttoFuefvspv7otEjCQyu,spotify:artist:1uR7zoLrSRI8bSL43OZ0GY,The Queen of Hearts,spotify:album:0d5VbUpz8dcGC17Jkm3og4,297077,Sex Education Original Soundtrack,Ezra Furman
Kristóf Hajós,spotify:track:1doXzITOv3Ag0BRTzenrs1,spotify:artist:0CuI5h0jQKlGjLP89B2KeL,Bitterfly,spotify:album:7dLInvFl1kLzDyX9BVj12d,312480,Bitterfly,Kristóf Hajós
a balladeer,spotify:track:7C4cuZd8s05UxJzLPh3Mal,spotify:artist:5MUNbMtqB3EOKxwSJBVJ1U,Poster Child (For Matthew Shepard),spotify:album:5gyKDPdJDVde5iA6A0qk12,251401,"Clutter, Volume 1",a balladeer
girl in red,spotify:track:1BYZxKSf0aTxp8ZFoeyM3d,spotify:artist:3uwAm6vQy7kWPS2bciKWx9,we fell in love in october,spotify:album:4oRcMHsdNG9IAF3xwv1kWu,184153,we fell in love in october / forget her,girl in red
Caleb Sanders,spotify:track:0TeoBYeBWlmy1Fbjsfm7dX,spotify:artist:2J15jSwWcT6x5O0TE1aZuF,if i called u up now,spotify:album:0O4cAgR7NCTSjYvFzVGNZx,316463,if i called u up now,Caleb Sanders
Bobby Guard,spotify:track:6c9ylTezcoNKxWRnEVxbXF,spotify:artist:4DCaSD2YuHkBuAYj5b47d1,Meshes of the Afternoon,spotify:album:4vtHG0uNoNxn3BgnwDZ7QC,284749,Meshes of the Afternoon,Bobby Guard
The Irrepressibles,spotify:track:33vDXztradlEuqKLz5BRRZ,spotify:artist:1v5bOzXbhrQ57qSvRwGA6s,Two Men In Love,spotify:album:762A3Z51nqkzTN4HgOY9Cs,386773,Nude,The Irrepressibles
girl in red,spotify:track:1pUyZuge2qoSG1nzDxftQJ,spotify:artist:3uwAm6vQy7kWPS2bciKWx9,two queens in a king sized bed,spotify:album:38v3Ga4U869AXC0BKIzuXG,190944,two queens in a king sized bed,girl in red
Bobby Guard,spotify:track:2p5wVHwLRvR37Iq27cc281,spotify:artist:4DCaSD2YuHkBuAYj5b47d1,Can't Go Back,spotify:album:2VdabjPhIE1ItTOGYBDvYN,298114,Stockholm,"Bobby Guard, Importer"
Arjan Brandsma,spotify:track:0JviOURQuqLt6IMyCjkwgO,spotify:artist:14SstcSSMdHOOW0SXbghcQ,Pool Full of Sharks,spotify:album:157kAoXYBfzoLuf2vlT7GJ,160000,This Could Have Been as Honest as It Turned out to Be,"Arjan Brandsma, Scott Matthew"
Tawnted,spotify:track:4jRIKgidp6wFbrMcZPzfyW,spotify:artist:7zh1uCj4XNxdWhuRVdc1tR,Take Him Out,spotify:album:4rYlfa1IGW4cEQYG8rN2kb,209789,Monster in the Sea,Tawnted
Rufus Wainwright,spotify:track:2lMq59nXGGPlbiOYLmckyE,spotify:artist:2PfBzriIMRsCXPDtSy9vg8,Danny Boy,spotify:album:2JxiIMVQkVpzLIWozdnxNb,372066,Rufus Wainwright,Rufus Wainwright
Jens Lekman,spotify:track:08jsYBXCroPsmnFe0VtoBK,spotify:artist:7tzI4rSFTHafjF18ZrNZWx,How Can I Tell Him,spotify:album:1hXSxD7wpxEHXiLkk69EaQ,236533,Life Will See You Now,Jens Lekman
Jay Brannan,spotify:track:28RhfoyLKZDygmnedAaJQn,spotify:artist:2F3dZJv3K7T5sLthbp8vYa,No Ship,spotify:album:3LN0eBnl4O4QfuVoljPIvl,86069,"Always, Then, & Now",Jay Brannan
Villagers,spotify:track:29cGfa8fGfVZActq8xVwNd,spotify:artist:2m1l9MLSslzup4vvokKgvQ,Little Bigot,spotify:album:6LpyfIYJM8rjo9fpCmZhx1,229000,Darling Arithmetic,Villagers
a balladeer,spotify:track:4jo0CdeljCiQMR1Xq4tf29,spotify:artist:5MUNbMtqB3EOKxwSJBVJ1U,Mob Wife,spotify:album:78Esd2SrbTDZXX2vrIgxXU,353859,Mob Wife,"a balladeer, Sarah Bettens"
Antony and the Johnsons,spotify:track:09ZGF6mwJVzw5jxqbtT53E,spotify:artist:4fxp616ALtFWnXfwxnjLzW,Hope There's Someone,spotify:album:0hiJeb1ycFFXyW12j61sfB,261200,I Am A Bird Now,Antony and the Johnsons
Lukas Clay,spotify:track:3Fve9HLY7qi0fnzXRYuR8k,spotify:artist:0nrkMZHfaOexeievF7ozlp,Wasted Lies,spotify:album:3QLWOMOVKvZViU8HTaR9ex,272363,Wasted Lies,Lukas Clay
The Unbending Trees,spotify:track:0KOEBn2aQAlytdK8wKO89H,spotify:artist:3xs9xR7cc4BWQms8pLNVfL,Alfred's Lovesong,spotify:album:3mD6bWGmNphH7l7CzrSHHn,173293,Chemically Happy (Is The New Sad),The Unbending Trees
Nuno Freitas,spotify:track:5Stenwg64cSyQG3zMDTdpF,spotify:artist:6VrXMP8axmz3yZDyfg6Wx3,Blue,spotify:album:0NlLhxr3AW22Y3XlJfIRMo,111904,Blue,Nuno Freitas
K Anderson,spotify:track:48jBzw9xQyddW036qQsREk,spotify:artist:2hemxJSBMzRDDHNL6eBVXj,14 Year Old Me,spotify:album:5oY4oozC9s6StQYjrblb9L,199803,14 Year Old Me,K Anderson
Lukas Clay,spotify:track:1rjCRbXIs77TphczSeEofA,spotify:artist:0nrkMZHfaOexeievF7ozlp,Wasted Lies - Reprise,spotify:album:3QLWOMOVKvZViU8HTaR9ex,149363,Wasted Lies,Lukas Clay
Jay Brannan,spotify:track:0m6wuhky6qGYJ9GTVaK9vD,spotify:artist:2F3dZJv3K7T5sLthbp8vYa,Home,spotify:album:6PWMQlQPIQPkfGsqxfmZHl,231306,goddamned,Jay Brannan
St. Vincent,spotify:track:1AuFtTcYdOsNmePbMCh9T4,spotify:artist:7bcbShaqKdcyjnmv4Ix8j6,New York - piano version,spotify:album:3XwQPcRrrSNxETjuD5ka5r,168346,MassEducation,St. Vincent
Jake Wesley Rogers,spotify:track:2rj5WY52j0RQJWYxBNCRFT,spotify:artist:5lEF4Tt1uK7Kuk80ILMlE9,Little Queen,spotify:album:5rxeZVfhrHNVX6SxXmau5j,223746,Little Queen,Jake Wesley Rogers
Rufus Wainwright,spotify:track:36BLqdTQ0JZ1tLdugTlCl9,spotify:artist:2PfBzriIMRsCXPDtSy9vg8,Sword of Damocles,spotify:album:0QGM9PVYGnJ1eSAD7czn2P,333609,Sword of Damocles,Rufus Wainwright
River Westin,spotify:track:75MIDI4x2cEsKMG98c1UUE,spotify:artist:2lMUxSSN84QWXoYTr02xCY,The Lake - Acoustic Version,spotify:album:0iVsZPCBJml5ABOmPf9rja,184741,The Lake (Acoustic Version),River Westin
Tom Goss,spotify:track:08pwsrjiqkhF4cge4S2CdD,spotify:artist:1zLAXcROEhMZL9IhVu5Vvh,Son of a Preacher Man,spotify:album:0V6lBbiIuc9s3ksSc4ugiK,210279,Son of a Preacher Man,Tom Goss
a balladeer,spotify:track:4HPi4jEoavUKasQEvMb0EO,spotify:artist:5MUNbMtqB3EOKxwSJBVJ1U,Let It Snow - Reprise,spotify:album:5gyKDPdJDVde5iA6A0qk12,58568,"Clutter, Volume 1",a balladeer
a balladeer,spotify:track:5CnwaTCMe0oVBdlcJ1WVa7,spotify:artist:5MUNbMtqB3EOKxwSJBVJ1U,Hat in Hand,spotify:album:78Esd2SrbTDZXX2vrIgxXU,158552,Mob Wife,"a balladeer, Sarah Bettens"
St. Vincent,spotify:track:2stcQY2OjzSIdk3I9Y1sCW,spotify:artist:7bcbShaqKdcyjnmv4Ix8j6,Slow Disco - piano version,spotify:album:3XwQPcRrrSNxETjuD5ka5r,150706,MassEducation,St. Vincent
Benjamin Gibbard,spotify:track:2AjsMkPcC7mCs5F2E00taI,spotify:artist:4CvZd3qzC2HbLxAoAEBRIL,And I Love Him,spotify:album:1Roqqh9z76dk77g98fiR2E,162933,Universal Love - Wedding Songs Reimagined,Benjamin Gibbard
Jónsi,spotify:track:73hatfRwTBBoWNxKiq9GQW,spotify:artist:3khg8RDB6nMuw34w1IHS6Y,Boy Lilikoi,spotify:album:1fgtiyeUDIoUayYbwroqVH,269760,Go,Jónsi
dodie,spotify:track:45h4w81P5iJJTSeR0jJUQ8,spotify:artist:21TinSsF5ytwsfdyz5VSVS,She,spotify:album:6Kr92CEAh6YLlEO8ubps17,213611,Human,dodie
Jay Brannan,spotify:track:3FDKxJ2LmNBqvynXbqJVSN,spotify:artist:2F3dZJv3K7T5sLthbp8vYa,Imperfect Lover,spotify:album:4IWVZbr969rmqBGHMvlfuR,298933,"New York, New York",Jay Brannan
